location,bath,price,total_sqft_int,BHK
4 Bedroom Farm House in Bagalur,4.0,80.0,10961.0,4
Vittasandra,2.0,67.3,1246.0,2
Anandapura,2.0,42.79,1141.0,2
Hennur Road,2.0,84.0,1157.0,2
Chandapura,2.0,27.68,1025.0,2
Yelahanka New Town,1.0,33.0,650.0,1
Hebbal,2.0,98.0,1349.0,2
manyata park,3.0,84.83,1780.0,3
Varthur,2.0,34.9,1091.0,2
Rachenahalli,4.0,300.0,3670.0,4
7th Phase JP Nagar,2.0,50.49,918.0,2
Yeshwanthpur,4.0,130.0,1950.0,4
Yelahanka,3.0,95.0,1705.0,3
Kalyan nagar,3.0,75.0,1375.0,3
Kanakpura Road,1.0,30.0,525.0,1
Whitefield,2.0,83.0,1447.0,2
7th Phase JP Nagar,2.0,100.0,1450.0,3
Vasanthapura,2.0,40.0,1022.0,2
Hebbal,2.0,45.0,1000.0,2
Electronic City,2.0,68.75,1128.0,2
Nagarbhavi,2.0,150.0,1200.0,2
Sadashiva Nagar,3.0,660.0,3761.0,3
Kanakpura Road,2.0,75.0,1339.0,2
7th Phase JP Nagar,2.0,39.52,1040.0,2
Kadugodi,2.0,58.0,1198.0,2
Sarjapur  Road,3.0,113.0,1691.0,3
1st Block Jayanagar,3.0,194.0,1630.0,3
Bannerghatta Road,2.0,58.935,1122.5,2
Brookefield,2.0,70.0,1142.0,2
Kodbisanhalli,3.0,184.0,1976.0,3
Sathya Sai Layout,4.0,600.0,5500.0,4
Kothannur,3.0,82.0,1853.0,3
Kasturi Nagar,2.0,92.0,1567.0,2
Talaghattapura,2.0,27.24,1090.0,2
Indiranagar HAL 2nd Stage,4.0,640.0,2400.0,4
Subramanyapura,2.0,52.0,1200.0,2
Kodichikkanahalli,2.0,41.0,995.0,2
Magadi Road,2.0,41.1,884.0,2
KR Puram,2.0,46.55,1225.0,2
Electronic City,2.0,73.3,1342.0,2
Uttarahalli,2.0,67.0,1345.0,2
Kodigehaali,3.0,65.0,1320.0,3
Raja Rajeshwari Nagar,2.0,49.39,1140.0,2
Battarahalli,2.0,50.0,1300.0,2
Hosa Road,3.0,85.0,1652.0,3
Arekere,2.0,95.0,1740.0,3
Electronic City,2.0,71.0,1360.0,3
Sarjapur  Road,2.0,95.0,1278.0,2
Electronic City Phase II,1.0,40.0,630.0,1
Bendiganahalli,3.0,95.0,1200.0,3
Hosakerehalli Layout,6.0,115.0,2500.0,7
Chandapura,1.0,15.135,582.5,1
Hosur Road,5.0,240.0,3300.0,5
Basaveshwara Nagar,5.0,415.0,4500.0,5
Gunjur,2.0,66.0,1356.0,3
Hennagara,2.0,28.0,823.0,2
Ramamurthy Nagar,2.0,37.0,1050.0,2
Ferrar Nagar,2.0,69.0,1180.0,2
7th Phase JP Nagar,2.0,42.79,1070.0,2
Varthur,2.0,80.0,1385.0,2
Varthur,1.0,70.0,1000.0,1
Whitefield,3.0,130.0,1897.0,3
Magadi Road,2.0,55.78,1005.0,2
Green Glen Layout,3.0,125.0,1575.0,3
Subramanyapura,2.0,65.0,975.0,2
Hennur Road,3.0,120.0,1904.0,3
Kengeri Satellite Town,1.0,30.0,930.0,1
Kanakpura Road,1.0,26.0,525.0,1
BAGUR,1.0,17.0,686.0,1
Electronic City Phase II,3.0,150.0,2400.0,2
8th block Koramangala,1.0,233.0,1410.0,2
Sarjapur  Road,3.0,140.0,2238.0,3
Harlur,2.0,69.0,1174.0,2
Thubarahalli,4.0,239.0,3800.0,4
Whitefield,2.0,125.0,2225.0,3
M.G Road,2.0,200.0,1250.0,2
Jigani,2.0,52.0,918.0,2
Mahadevpura,2.0,52.0,1250.0,2
Sarjapur  Road,3.0,110.0,1800.0,3
Marathahalli,2.0,53.0,1170.0,2
Byatarayanapura,1.0,200.0,1300.0,1
Bannerghatta Road,2.0,45.0,793.0,2
Jakkur,3.0,107.0,1710.0,3
Kambipura,2.0,57.5,1082.0,3
Naganathapura,2.0,33.03,1001.0,2
Srinivasa Nagar,4.0,180.0,1500.0,4
Basavanagara,2.0,80.0,2400.0,3
Bellandur,5.0,423.0,4239.0,5
Konanakunte,1.0,58.0,884.0,2
Hosa Road,2.0,98.89,1045.0,2
Marathahalli,2.0,49.86,1019.0,2
Ambedkar Nagar,4.0,130.0,1935.0,3
Lakshminarayana Pura,3.0,150.0,1680.0,3
Hebbal,5.0,247.0,2470.0,4
Hosakerehalli,3.0,330.0,2480.0,3
Ramamurthy Nagar,4.0,187.0,1800.0,5
Attibele,1.0,11.0,400.0,1
Kundalahalli,2.0,82.0,1047.0,2
Kaverappa Layout,2.0,87.0,1282.0,2
NGR Layout,2.0,45.9,1020.0,2
Kasavanhalli,4.0,240.0,3260.0,4
Divya Unnathi Layout,2.0,64.44,1611.0,3
Koramangala,5.0,425.0,3500.0,4
Vasantha Vallabha Nagar,2.0,95.0,1500.0,3
Sahakara Nagar,2.0,95.0,1500.0,3
Yelahanka,5.0,270.0,3206.0,4
Hosa Road,3.0,80.0,1639.0,3
Raja Rajeshwari Nagar,2.0,55.79,1303.0,2
Koramangala,1.0,110.0,1005.0,2
Kammasandra,1.0,18.41,657.5,1
sapthagiri Layout,1.0,115.0,1300.0,2
Seegehalli,2.0,35.14,901.0,2
BEML Layout,2.0,55.0,1060.0,2
NGR Layout,2.0,48.45,1020.0,2
Varthur,3.0,65.99,1535.0,3
Alur,1.0,20.0,530.0,1
Devarabisanahalli,2.0,80.0,1350.0,2
Uttarahalli,2.0,47.0,1175.0,2
Marathahalli,2.0,71.55,1325.0,2
Jakkur,2.0,86.51,1396.0,3
Rachenahalli,2.0,52.07,1050.0,2
Thanisandra,3.0,100.0,1825.0,3
7th Phase JP Nagar,2.0,49.98,1190.0,2
Marathahalli,2.0,56.5,1220.0,2
NRI Layout,2.0,75.0,1565.0,3
Hennur Road,3.0,109.0,1891.0,3
Sidedahalli,2.0,27.0,900.0,2
Hosa Road,2.0,55.15,1161.0,2
Sarjapur,1.0,17.535,649.5,1
Yeshwanthpur,1.0,36.85,665.0,1
Mysore Road,2.0,73.5,1175.0,2
Hoodi,2.0,80.0,1425.0,2
Chikkabanavar,1.0,20.0,1200.0,1
ITPL,3.0,56.12,1200.0,3
Somasundara Palya,2.0,67.0,1255.0,2
Hegde Nagar,4.0,145.0,2112.95,3
Raja Rajeshwari Nagar,1.0,22.0,600.0,1
Haralur Road,3.0,100.0,1810.0,3
Indira Nagar,2.0,93.0,1200.0,2
Harlur,2.0,49.0,1033.0,2
ITPL,3.0,89.5,1548.0,3
Margondanahalli,2.0,82.0,2400.0,2
Pattandur Agrahara,2.0,44.5,1025.0,2
Hallehalli,2.0,53.0,1225.0,2
5th Phase JP Nagar,2.0,62.8,1256.0,2
Whitefield,3.0,163.0,2268.0,4
Vadarpalya,2.0,62.0,1141.0,2
Attibele,1.0,12.0,400.0,1
Chandapura,2.0,60.0,1400.0,2
Kattigenahalli,7.0,140.0,4100.0,7
Raghavendra Nagar,2.0,48.27,1175.0,2
Sahakara Nagar,2.0,56.0,1100.0,2
Horamavu Banaswadi,2.0,80.5,1460.0,2
Rachenahalli,2.0,74.5,1530.0,3
HSR Layout,2.0,55.0,1467.0,2
KR Layout,1.0,40.0,950.0,1
Vittasandra,2.0,64.5,1246.0,2
Kanakapura,1.0,38.0,711.0,1
Haralur Road,2.0,46.0,1194.0,2
Hoodi,2.0,75.0,1420.0,2
Kathriguppe,2.0,68.75,1250.0,3
Akshaya Nagar,2.0,58.0,1280.0,2
Nagappa Reddy Layout,2.0,50.0,1209.0,2
Kempapura,5.0,225.0,4200.0,5
Kariyammana Agrahara,3.0,90.0,1800.0,3
Binnamangala,5.0,900.0,3968.0,6
Suraksha Nagar,3.0,52.0,1563.0,3
Rachenahalli,2.0,55.5,1050.0,2
Iblur Village,3.0,235.0,3235.0,3
HSR Layout,2.0,46.0,1140.0,2
7th Phase JP Nagar,3.0,170.0,1500.0,3
Horamavu Agara,3.0,75.0,1560.0,3
JP Nagar,2.0,70.0,1100.0,2
Hebbal,2.0,50.0,1036.0,2
Akshaya Nagar,3.0,85.1,1662.0,3
Yelachenahalli,2.0,105.0,1464.0,3
Yelahanka,2.0,80.0,1234.0,2
Hebbal,4.0,410.0,3900.0,4
Kanakapura,2.0,46.0,929.0,2
Vasanthapura,2.0,39.73,1135.0,2
Basava Nagar,2.0,70.0,1405.0,2
Kanakpura Road,2.0,74.0,1290.0,2
2nd Block Hrbr Layout,3.0,90.0,1480.0,3
Banashankari,2.0,88.64,1470.0,3
Ananth Nagar,1.0,14.0,500.0,1
Canara Bank Layout,3.0,90.0,1600.0,3
Naganathapura,2.0,120.0,720.0,2
Basapura,2.0,35.0,1200.0,2
Channasandra,2.0,48.33,1340.0,3
Devanahalli,4.0,560.0,6136.0,4
Jigani,2.0,48.0,918.0,2
Singena Agrahara,3.0,115.0,1500.0,3
Yelahanka,2.0,85.0,1315.0,2
Sector 1 HSR Layout,5.0,775.0,2400.0,4
Uttarahalli,2.0,62.55,1390.0,3
Uttarahalli,2.0,56.0,1330.0,3
Jalahalli,4.0,265.0,3100.0,5
Mango Garden Layout,3.0,125.0,1824.0,3
7th Phase JP Nagar,2.0,96.0,1420.0,3
Kacharakanahalli,1.0,56.25,750.0,1
Jalahalli East,2.0,60.0,1260.0,3
Hennur Road,3.0,95.0,1561.0,3
"Bidere Agarahara, Behind Safal market",2.0,42.0,1060.0,2
Haralur Road,2.0,67.38,1225.0,2
Thanisandra,3.0,135.0,2144.0,3
Hoodi,3.0,110.0,1639.0,3
Thanisandra,2.0,62.0,1240.0,3
Haralur Road,2.0,46.0,1243.0,2
Haralur Road,2.0,44.0,1027.0,2
Kambipura,2.0,56.0,1082.0,3
Konanakunte,3.0,73.0,1637.0,3
Electronic City,2.0,102.0,1691.0,3
Gopalkrishna Nagar,3.0,62.0,1500.0,3
Hosakerehalli,5.0,380.0,3205.0,4
Choodasandra,2.0,50.0,1115.0,2
Mysore Road,2.0,45.0,1070.0,2
Indira Nagar,2.0,105.0,1128.0,2
Sai Gardens,2.0,55.0,1339.0,2
Mahadevpura,2.0,75.0,1192.0,2
Haralur Road,3.0,115.0,1920.0,3
Hennur,2.0,52.32,1255.0,2
Rajaji Nagar,2.0,115.0,1357.0,2
Dodda Kempaiah Layout,3.0,75.0,1600.0,3
Hanumanth Nagar,2.0,55.11,1225.0,2
Whitefield,4.0,200.0,2400.0,4
Thanisandra,2.0,70.0,1093.0,2
Basaveshwara Nagar,3.0,145.0,1865.0,3
Kaikondrahalli,2.0,80.0,1039.0,2
Vittasandra,2.0,64.5,1246.0,2
Hunasamaranahalli,4.0,675.0,4000.0,4
Electronic City Phase II,2.0,38.0,775.0,2
RWF West Colony,2.0,50.0,1000.0,2
Hebbal Kempapura,3.0,175.0,1800.0,3
Bommasandra,2.0,41.0,1035.0,2
Dasarahalli,2.0,75.0,1520.0,3
Whitefield,2.0,95.0,1360.0,2
Bileshivale,5.0,400.0,6000.0,4
Kodigehaali,2.0,56.0,1117.0,2
EPIP Zone,2.0,92.5,1330.0,2
Marathahalli,3.0,160.0,1937.0,3
Electronic City,2.0,65.49,1128.0,2
Neeladri Nagar,2.0,45.0,1053.0,2
Panathur,2.0,77.0,1198.0,2
Marathahalli,2.0,56.0,1152.0,2
Frazer Town,2.0,75.0,1625.0,2
Kundalahalli,3.0,105.0,1397.0,3
Yeshwanthpur,3.0,170.0,1523.0,3
Kambipura,2.0,45.0,883.0,2
Kaggalipura,1.0,38.0,700.0,1
Yelahanka,2.0,62.5,1170.0,2
Manayata Tech Park,3.0,170.0,2400.0,3
Kullappa Colony,2.0,65.0,1480.0,2
Akshaya Nagar,3.0,120.0,1897.0,3
Rachenahalli,2.0,67.0,996.0,2
Haralur Road,3.0,110.0,1875.0,3
Williams Town,2.0,98.0,1500.0,3
Jaya Nagar East,3.0,350.0,3095.0,3
Ambalipura,2.0,175.0,1390.0,3
Yelahanka,1.0,45.0,697.0,1
Sarjapur  Road,1.0,27.0,710.0,1
Iggalur,2.0,30.5,910.0,2
Magadi Road,2.0,46.5,1000.0,2
Sarjapur  Road,5.0,300.0,3335.0,4
Bellandur,2.0,74.0,1281.0,2
Cooke Town,1.0,35.0,565.0,1
Varthur,2.0,42.0,1024.0,2
Banashankari,2.0,75.0,1300.0,3
Doddakallasandra,2.0,43.0,1233.0,2
Chokkanahalli,1.0,28.0,1200.0,1
Hosur Road,2.0,105.0,1510.0,3
Kaggalipura,2.0,65.0,950.0,2
Battarahalli,3.0,97.42,1945.0,3
Uttarahalli,2.0,45.0,1008.0,2
Thanisandra,2.0,79.0,1265.0,3
Hebbal,2.0,77.68,1255.0,3
Yelenahalli,2.0,46.17,1200.0,2
Kudlu Gate,3.0,85.0,1535.0,3
Chikkaballapur,3.0,100.0,1500.0,3
Chamrajpet,2.0,120.0,1475.0,3
Uttarahalli,2.0,60.47,1390.0,3
Raja Rajeshwari Nagar,2.0,53.76,1278.0,3
VGP Layout,2.0,55.0,1133.0,2
Byappanahalli,5.0,90.0,2900.0,5
Kogilu,2.0,51.99,1170.0,2
Sahakara Nagar,3.0,200.0,1200.0,3
Whitefield,3.0,94.79,1697.0,3
Thanisandra,3.0,97.38,1651.0,3
Vasanth nagar,3.0,188.0,1560.0,3
OMBR Layout,2.0,65.0,1078.0,2
Kasavanhalli,2.0,78.0,1349.0,2
7th Phase JP Nagar,3.0,120.0,1680.0,3
Rayasandra,2.0,63.0,1314.0,3
Garudachar Palya,2.0,48.7,1060.0,2
Kalyan nagar,2.0,39.0,820.0,2
Whitefield,4.0,400.0,5000.0,4
Kalkere,2.0,40.0,856.0,2
ITPL,3.0,68.4,1200.0,3
Siddapura,3.0,800.0,14000.0,4
Yelahanka New Town,1.0,20.0,500.0,1
Makali,1.0,15.0,485.0,1
7th Phase JP Nagar,2.0,42.0,1050.0,2
RWF West Colony,3.0,62.28,1384.0,3
Devanahalli,2.0,85.0,1408.0,2
Uttarahalli,2.0,49.0,1150.0,2
Akshaya Nagar,2.0,75.0,1410.0,3
Kaggadasapura,4.0,100.0,2150.0,4
Koramangala,4.0,275.0,2292.0,3
Malleshwaram,3.0,297.0,2006.0,3
Maragondanahalli,3.0,70.25,1508.0,3
Ramamurthy Nagar,2.0,50.0,1040.0,2
TC Palaya,2.0,60.0,1240.0,2
Lakshminarayana Pura,2.0,75.0,1180.0,2
Abbigere,6.0,68.0,2200.0,6
Bannerghatta Road,2.0,78.0,1400.0,2
Raja Rajeshwari Nagar,1.0,25.0,500.0,1
Whitefield,4.0,525.0,4800.0,4
Sarjapur  Road,4.0,146.0,1984.0,3
Whitefield,5.0,250.0,3000.0,4
Garudachar Palya,3.0,160.0,1960.0,3
Vibuthipura,4.0,80.0,2150.0,4
Whitefield,3.0,115.0,1700.0,3
Tumkur Road,3.0,100.0,1586.0,3
Chikka Tirupathi,4.0,120.0,2325.0,4
Yelahanka,2.0,55.0,1120.0,2
Sarjapur  Road,2.0,59.0,1128.0,2
Jigani,2.0,65.0,924.0,2
Suraksha Nagar,3.0,52.0,1600.0,3
Pai Layout,2.0,35.0,1006.0,2
Amruthahalli,2.0,55.0,1200.0,2
Jalahalli West,2.0,62.0,1250.0,2
Defence Layout,3.0,130.0,1200.0,3
Kannamangala,2.0,56.0,957.0,2
Roopena Agrahara,2.0,67.0,1050.0,2
Whitefield,3.0,162.0,2842.0,3
Electronics City Phase 1,1.0,39.0,630.0,1
Kanakpura Road,2.0,85.0,1542.0,3
Haralur Road,4.0,220.0,2750.0,4
Iblur Village,5.0,290.0,3596.0,4
Kengeri Satellite Town,2.0,78.0,1635.0,3
Mysore Road,2.0,53.0,1239.0,2
Haralur Road,2.0,47.0,1194.0,2
Dooravani Nagar,3.0,105.0,1596.0,3
Channasandra,2.0,38.34,1009.0,2
Hosa Road,3.0,81.99,1726.0,3
Kudlu Gate,3.0,86.0,1535.0,3
Banashankari Stage V,2.0,58.5,1300.0,3
Whitefield,4.0,465.0,3100.0,4
Coconut Garden,3.0,80.0,1800.0,3
Binny Pete,1.0,50.75,665.0,1
Chamrajpet,7.0,1200.0,4050.0,9
TC Palaya,2.0,100.0,1500.0,3
Kalkere,2.0,48.0,925.0,2
Old Airport Road,4.0,251.0,3356.0,4
Gollahalli,2.0,63.59,1395.0,2
Begur,2.0,59.0,1419.0,3
Kasavanhalli,2.0,78.0,1121.0,2
KR Puram,2.0,47.0,1100.0,2
D Souza Layout,4.0,1015.0,4634.0,3
Old Airport Road,2.0,75.0,1206.0,2
Rachenahalli,1.0,44.0,680.0,1
Hebbal,3.0,83.87,1355.0,3
Electronic City,2.0,56.1,1070.0,2
Bettahalsoor,3.0,85.0,1200.0,3
Electronic City,4.0,120.0,2000.0,4
Bommanahalli,2.0,40.0,1200.0,2
Marathahalli,3.0,90.0,1610.0,3
Haralur Road,2.0,43.0,1140.0,2
Raja Rajeshwari Nagar,2.0,38.65,1143.0,2
Rachenahalli,2.0,74.4,1530.0,3
7th Phase JP Nagar,2.0,69.0,980.0,2
Whitefield,3.0,130.0,1500.0,3
Whitefield,2.0,75.0,1280.0,2
Thanisandra,2.0,85.0,1265.0,2
"ECC Road, Whitefield, ",2.0,67.0,1132.0,2
Ashwath Nagar,2.0,63.0,1262.0,2
JP Nagar,2.0,49.0,940.0,2
Seetharampalya,3.0,88.0,1515.0,3
Jigani,3.0,150.0,1300.0,3
Electronic City,2.0,45.0,890.0,2
Rukmaiah Layout,3.0,86.06,1655.0,3
Hennur Road,3.0,149.0,2060.0,3
Bommanahalli,3.0,96.0,1730.0,3
Yelahanka,4.0,127.0,2195.0,3
Kathriguppe,3.0,125.0,1650.0,3
KR Puram,2.0,71.0,1200.0,2
Hosa Road,2.0,32.37,1079.0,2
Panathur,2.0,36.0,1085.0,2
Maruthi Sevanagar,7.0,299.0,5000.0,7
Yelahanka,2.0,51.5,1075.0,2
Devanahalli Int. Airport,2.0,80.0,1380.0,2
Puttanahalli,3.0,65.0,1450.0,3
Thubarahalli,2.0,78.0,1200.0,2
Benson Town,4.0,350.0,3200.0,3
Hoodi,3.0,98.32,1639.0,3
Jakkuru Layout,2.0,54.0,1200.0,2
Palanahalli,5.0,500.0,4346.0,4
Old Madras Road,2.0,32.72,935.0,2
 Thanisandra,1.0,25.25,510.0,1
Nagondanahalli,2.0,47.0,1178.0,2
Chandapura,2.0,33.0,1065.0,3
2nd Phase Judicial Layout,2.0,50.75,1450.0,3
BEML Layout,2.0,45.0,999.0,2
Amruthahalli,3.0,475.0,4400.0,2
Kothannur,2.0,40.0,1100.0,2
Lingadheeranahalli,3.0,93.0,1519.0,3
Dommasandra,3.0,56.0,1267.0,3
Sanjay nagar,2.0,72.2,1150.0,2
Marathahalli,2.0,70.0,1146.0,2
Richmond Town,3.0,187.0,2200.0,3
"Sarjapur Road, ",3.0,330.0,3329.0,3
Electronics City Phase 1,1.0,55.0,785.0,1
Hebbal Kempapura,4.0,300.0,2900.0,3
Raja Rajeshwari Nagar,3.0,74.0,1610.0,3
Bellandur,2.0,40.0,921.0,2
Sarjapur  Road,3.0,110.0,1700.0,3
Sarjapur,2.0,35.0,1020.0,2
Billekahalli,2.0,52.0,1090.0,2
Bagalur Main Road,4.0,300.0,3600.0,4
Haralur Road,2.0,44.0,1027.0,2
Doddathoguru,2.0,25.0,850.0,2
Harlur,2.0,84.0,1197.0,2
Byadarahalli,3.0,450.0,3500.0,4
Poorna Pragna Layout,2.0,39.55,920.0,2
Raja Rajeshwari Nagar,2.0,65.0,1105.0,2
Judicial Layout,3.0,64.0,1300.0,3
"Varthur Road, ",3.0,76.0,1595.0,3
Kodihalli,5.0,696.0,3073.0,4
Horamavu Agara,2.0,37.49,755.0,2
Nagasandra,5.0,140.0,4050.0,5
Bannerghatta Road,2.0,50.0,1215.0,2
Banashankari Stage III,2.0,58.4,1145.0,2
Chikka Banaswadi,2.0,65.0,1093.0,2
Bannerghatta Road,3.0,100.0,1654.0,3
NGR Layout,2.0,52.48,1105.0,2
Outer Ring Road East,2.0,62.0,1367.0,2
Devanahalli,2.0,51.0,1010.0,2
Vinayaka Nagar,3.0,95.0,1535.0,3
Horamavu Agara,2.0,47.65,982.0,2
Banashankari Stage II,2.0,150.0,1700.0,2
JP Nagar,3.0,135.0,2500.0,3
Yelahanka New Town,1.0,16.5,440.0,1
Yelahanka,3.0,95.0,1614.0,3
Neeladri Nagar,2.0,68.0,1363.0,2
Dodda Kempaiah Layout,2.0,45.0,1015.0,2
Horamavu Banaswadi,2.0,46.0,1156.0,2
Hennur Busstop,2.0,62.7,1100.0,2
GB Palya,2.0,45.0,930.0,2
AMS Layout,2.0,80.0,1650.0,3
KR Puram,2.0,90.0,1200.0,2
9th Block Jayanagar,1.0,150.0,700.0,1
Kadugodi,4.0,127.0,1890.0,3
Ashwathnagar,4.0,280.0,2197.0,3
Hebbal Kempapura,3.0,380.0,3522.0,3
Gaurava Nagar,2.0,46.0,1240.0,3
HRBR Layout,2.0,98.0,1440.0,2
Kodichikkanahalli,1.0,38.0,650.0,1
Budigere,1.0,32.0,764.0,1
Singasandra,2.0,55.0,1030.0,2
Basapura,2.0,60.0,1100.0,2
Thigalarapalya,2.0,65.0,1200.0,2
Begur Road,2.0,43.2,1200.0,2
Kasturi Nagar,2.0,80.0,1080.0,2
Akshaya Nagar,2.0,85.0,1360.0,3
Jakkur,3.0,124.0,1865.0,3
Sarjapur  Road,2.0,75.0,1157.0,3
Whitefield,2.0,78.0,1405.0,3
Begur Road,2.0,44.08,1160.0,2
Kengeri Satellite Town ( BDA SITE),3.0,172.0,1600.0,4
Hebbal,3.0,127.0,1790.0,3
Electronic City,2.0,65.65,1128.0,2
Panathur,2.0,70.0,1180.0,2
AGS Layout,2.0,85.0,1450.0,3
Srinagar,3.0,166.0,2000.0,4
Rachenahalli,2.0,53.5,1050.0,2
Varthur,2.0,40.0,1125.0,2
Vittasandra,2.0,68.0,1246.0,2
HSR Layout,2.0,61.0,1372.0,2
Uttarahalli,2.0,56.0,1330.0,3
Dasarahalli,2.0,55.0,1300.0,2
Brigade Road,1.0,220.0,1420.0,2
Channasandra,2.0,35.0,1065.0,2
Hessarghatta,2.0,27.0,700.0,2
Belathur,2.0,45.0,1050.0,2
Maruthi HBCS Layout,3.0,39.5,1250.0,3
Uttarahalli,2.0,44.0,1200.0,2
Srirampura,3.0,100.0,1756.0,3
Yelahanka,1.0,24.0,628.0,1
5th Phase JP Nagar,2.0,63.0,1207.0,2
Kalena Agrahara,3.0,125.0,1765.0,3
Devanahalli Road,3.0,92.0,1532.0,3
Ejipura,3.0,110.0,1650.0,3
Bhoganhalli,2.0,69.09,804.1,2
Doddathoguru,2.0,75.0,1200.0,2
Green Woods Layout,2.0,66.0,1200.0,2
Craig Park Layout,2.0,148.0,1010.0,2
Whitefield,3.0,115.0,2225.0,3
Immadihalli,2.0,48.0,1180.0,2
Banagiri Nagar,2.0,122.0,1525.0,3
Ananth Nagar,2.0,31.5,1100.0,2
Hiremath Layout,3.0,70.0,1435.0,3
Attibele,1.0,14.0,400.0,1
Dommasandra,2.0,50.0,1200.0,2
Whitefield,2.0,95.05,1272.0,2
Kalena Agrahara,2.0,40.0,980.0,2
Malleshpalya,2.0,46.86,1225.0,2
Ramagondanahalli,2.0,111.0,1610.0,3
Jalahalli,2.0,125.0,1694.0,2
Kaggalipura,2.0,39.0,950.0,2
Muneshwara Nagar,2.0,66.0,1560.0,3
Chandapura,2.0,60.0,1500.0,2
Raja Rajeshwari Nagar,2.0,63.53,1258.0,2
Thigalarapalya,2.0,112.0,1297.0,2
Kundalahalli,2.0,49.0,1291.0,2
Chikkasandra,2.0,42.0,1070.0,2
Varthur,2.0,66.5,1012.0,2
Mahadevpura,2.0,57.6,1260.0,2
Sarjapur  Road,2.0,72.0,1282.0,2
Bharath Housing Society Layout,3.0,200.0,2400.0,4
EPIP Zone,2.0,86.98,1330.0,2
Konanakunte,2.0,73.0,1400.0,3
Whitefield,2.0,71.0,1192.0,2
3rd Block Jayanagar,2.0,130.0,1000.0,2
Thigalarapalya,2.0,103.0,1297.0,2
Sarjapur  Road,1.0,17.835,615.0,1
Rayasandra,3.0,72.0,1373.0,3
7th Phase JP Nagar,2.0,41.39,1035.0,2
Kadugodi,4.0,210.0,3750.0,4
Doddakallasandra,2.0,40.39,1010.0,2
Sarjapur,2.0,42.0,1195.0,2
HSR Layout,3.0,95.0,1750.0,3
Malleshpalya,2.0,50.0,1052.0,2
Horamavu Banaswadi,2.0,58.0,1180.0,2
Padmanabhanagar,4.0,440.0,3680.0,5
Raja Rajeshwari Nagar,2.0,38.24,1128.0,2
Ulsoor,3.0,450.0,2700.0,3
JP Nagar,2.0,33.6,1120.0,2
Manjunatha Layout,2.0,60.0,1300.0,2
Kanakapura,2.0,32.69,1090.0,2
Yelahanka,3.0,251.0,2710.0,3
Konanakunte Cross,1.0,180.0,3040.0,2
Banjara Layout,2.0,48.0,1294.0,3
Begur,3.0,75.0,1580.0,3
Chikka Tirupathi,4.0,80.27,1808.0,3
Rajaji Nagar,4.0,540.0,3516.0,4
Parappana Agrahara,2.0,47.0,1194.0,2
Abbaiah Reddy Layout,2.0,50.0,1310.0,3
Yelachenahalli,1.0,150.0,2400.0,2
Koramangala,2.0,100.0,1290.0,2
Yelahanka,6.0,110.0,3770.0,6
Lakshmi Layout,3.0,120.0,1390.0,3
Bisuvanahalli,2.0,33.0,845.0,2
Yelahanka,3.0,120.0,1537.0,3
Immadihalli,2.0,68.0,1135.0,2
Srinivasa Nagar,2.0,55.0,900.0,2
Thirumenahalli,2.0,42.33,1378.0,3
Hebbal,4.0,189.0,1985.0,3
Kengeri,5.0,500.0,8000.0,5
KPC Layout,2.0,62.0,1210.0,2
Ardendale,4.0,200.0,3198.0,4
HOSUR MAIN ROAD,3.0,56.0,1464.0,3
Hebbal,5.0,215.0,2483.0,4
Begur,4.0,130.0,1550.0,4
Sarjapur  Road,4.0,310.0,4111.0,4
Nandi Durga Road,3.0,250.0,2500.0,3
Rajiv Nagar,3.0,125.0,1690.0,3
Hosa Road,2.0,31.89,1063.0,2
Cooke Town,3.0,390.0,2572.0,3
Kumara Park,4.0,350.0,2200.0,3
Daadys Gaarden Layout,3.0,80.0,1600.0,3
Maruthi Nagar,3.0,39.5,1250.0,3
Bommanahalli,1.0,19.5,520.0,1
Munnekollal,3.0,68.0,1390.0,3
Sahakara Nagar,2.0,48.0,1219.0,2
Kudlu Gate,2.0,92.0,1564.0,3
Hosa Road,2.0,37.1,1100.0,2
Kothannur,2.0,60.0,1300.0,3
Chikkabanavar,2.0,80.0,1600.0,3
Hennur Road,2.0,92.0,1482.0,3
Shampura,2.0,53.0,1200.0,2
Kengeri,2.0,58.0,1200.0,2
Nagarbhavi,3.0,160.0,2400.0,3
Marathahalli,3.0,89.0,1469.0,3
Kanakapura,1.0,30.0,551.0,1
Balagere,2.0,78.5,1205.0,2
Gubbalala,3.0,125.0,1745.0,3
AECS Layout,2.0,42.0,1028.0,2
Frazer Town,3.0,180.0,1700.0,3
Karuna Nagar,2.0,34.0,1200.0,3
Kodihalli,4.0,270.0,2700.0,3
Kallumantapa,2.0,50.0,1100.0,2
Ramamurthy Nagar,3.0,72.0,1200.0,2
Kaverappa Layout,2.0,68.0,1269.72,2
Electronic City Phase II,2.0,59.0,1266.0,2
Mysore Road,2.0,62.0,1060.0,2
Malimakanapura,3.0,70.0,1168.0,3
Medahalli,2.0,51.0,1552.0,2
Talaghattapura,3.0,120.0,2038.5,3
Attibele,1.0,17.0,500.0,1
Hulimavu,2.0,43.2,1080.0,2
Kattigenahalli,4.0,155.0,2100.0,4
Rustam Bagh Layout,2.0,65.0,1300.0,2
Harlur,2.0,50.0,1310.0,2
Horamavu Agara,2.0,75.0,1650.0,3
Garden Layout,3.0,93.93,1515.0,3
